z_sample,mu,logvar
-1.5749210119247437,-0.6086040139198303,-1.3224972486495972
0.07961547374725342,1.0125131607055664,-1.3493642807006836
1.072095274925232,0.7407397627830505,-1.3395297527313232
1.3756837844848633,0.9320152997970581,-1.335461139678955
0.8556702136993408,0.6542920470237732,-1.34184992313385
-1.181736707687378,-0.9423646926879883,-1.2403886318206787
2.1340978145599365,0.9616901874542236,-1.3427989482879639
-0.517127275466919,-0.4303765892982483,-1.3149734735488892
-0.33877286314964294,-0.7336338758468628,-1.3040567636489868
-0.9315371513366699,-0.7987039089202881,-1.2850837707519531
1.0344808101654053,1.0208895206451416,-1.3478261232376099
0.8307055234909058,0.9341012239456177,-1.3516619205474854
1.2810466289520264,1.0719945430755615,-1.3286632299423218
0.5999585390090942,0.7663174867630005,-1.3413984775543213
-0.07017424702644348,-0.5506128072738647,-1.3317902088165283
0.634896993637085,0.7357685565948486,-1.3373478651046753
-0.7056037783622742,-0.8098701238632202,-1.2700973749160767
-0.26401129364967346,-0.7540704607963562,-1.302250862121582
0.3061046600341797,-0.8204958438873291,-1.2797648906707764
-0.5850401520729065,0.3142780661582947,-1.3490968942642212
-0.6910820603370667,0.6998500227928162,-1.341558814048767
1.0341124534606934,0.9720456600189209,-1.326037883758545
1.8451390266418457,1.0214860439300537,-1.350700855255127
-1.3978956937789917,-0.9764480590820312,-1.2181943655014038
0.6225312352180481,0.8213382363319397,-1.342562198638916
0.6020365953445435,0.9219876527786255,-1.3447083234786987
1.6518754959106445,1.1730369329452515,-1.3157296180725098
-0.1772792637348175,-0.6176902651786804,-1.3194149732589722
-1.149160385131836,-0.6141208410263062,-1.34219491481781
0.17461621761322021,-0.9778653383255005,-1.2267285585403442
-1.067993402481079,-0.8497147560119629,-1.2590057849884033
-1.0184152126312256,-0.5226387977600098,-1.3541721105575562
1.0096001625061035,0.7929232120513916,-1.3371315002441406
0.674767255783081,1.073020577430725,-1.3493602275848389
2.0764174461364746,0.9561563730239868,-1.317887306213379
0.7830648422241211,1.0858491659164429,-1.3190500736236572
2.2465577125549316,1.0695463418960571,-1.3382604122161865
-1.2505911588668823,-0.8749725818634033,-1.2557413578033447
0.8629574775695801,0.9630756974220276,-1.344153881072998
-0.23260915279388428,-0.44889259338378906,-1.3554768562316895
1.0584032535552979,1.076233983039856,-1.350907325744629
0.8848389983177185,0.9736971259117126,-1.3375920057296753
-0.20941543579101562,-0.9439858198165894,-1.2380504608154297
1.1159099340438843,0.879319429397583,-1.3393783569335938
0.6773992776870728,0.9661487340927124,-1.3463200330734253
-1.5051240921020508,-0.8742846250534058,-1.2637202739715576
1.5197244882583618,1.1458104848861694,-1.353525996208191
2.083724021911621,1.205627679824829,-1.3342628479003906
0.43778106570243835,0.8987028002738953,-1.3449745178222656
1.0095516443252563,1.093151569366455,-1.3443740606307983
-0.6787330508232117,-0.492939829826355,-1.3025482892990112
1.434970736503601,0.768169105052948,-1.3411206007003784
-0.8740918040275574,-0.7126296758651733,-1.2883296012878418
-0.6730595827102661,-0.9777169227600098,-1.2268197536468506
0.9140421152114868,0.878661572933197,-1.349520206451416
-1.118238091468811,-0.842909574508667,-1.275101900100708
0.3996700644493103,0.8237460851669312,-1.328653335571289
0.8435974717140198,0.9382689595222473,-1.3509588241577148
0.2865484356880188,-0.4951472878456116,-1.342585563659668
1.0981184244155884,1.0404601097106934,-1.3780362606048584
1.9279379844665527,1.0317184925079346,-1.3227607011795044
1.3467786312103271,0.5343249440193176,-1.3314423561096191
1.2555890083312988,1.0773165225982666,-1.3331243991851807
0.30613046884536743,0.7435436248779297,-1.3404946327209473
-1.0404472351074219,-0.9269506931304932,-1.2456361055374146
-0.7012338042259216,-0.7245362997055054,-1.3091785907745361
0.49989113211631775,0.9292307496070862,-1.3524515628814697
0.3581858277320862,0.9473583698272705,-1.3446815013885498
